         64853734 function calls (64345389 primitive calls) in 139.466 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    28557    0.058    0.000    0.072    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:1432(rollaxis)
6021/4014    0.006    0.000    0.069    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2418(__eq__)
   318636    0.069    0.000    0.069    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\fft\fftpack.py:95(_unitary)
77264/61924    0.044    0.000    0.068    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:230(stale)
     4044    0.026    0.000    0.067    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:333(connect)
     4014    0.038    0.000    0.066    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2259(<listcomp>)
     9552    0.048    0.000    0.066    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\twodim_base.py:139(eye)
       20    0.000    0.000    0.066    0.003 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\spines.py:179(cla)
    80208    0.065    0.000    0.065    0.000 {built-in method math.log}
     6012    0.010    0.000    0.065    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:553(partition)
    11912    0.049    0.000    0.064    0.000 C:\Users\Emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline.py:272(_InBounds)
    80/60    0.000    0.000    0.064    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:1743(_get_tick)
     2005    0.012    0.000    0.063    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:50(_process_plot_format)
     2007    0.002    0.000    0.063    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1657(__eq__)
     1915    0.040    0.000    0.062    0.000 C:\Users\Emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline.py:1140(SaveModel)
     6012    0.044    0.000    0.062    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\utils.py:1119(_median_nancheck)
     2007    0.004    0.000    0.060    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2314(__eq__)
     2508    0.018    0.000    0.060    0.000 C:\Users\Emily\Anaconda3\lib\random.py:282(sample)
    80/60    0.000    0.000    0.059    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:2074(_get_tick)
        5    0.000    0.000    0.057    0.011 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:608(_init_axis)
    48096    0.041    0.000    0.056    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:904(_mode_from_name)
4019/4014    0.014    0.000    0.056    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1769(__eq__)
     1503    0.043    0.000    0.055    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:3859(sinc)
   320643    0.054    0.000    0.054    0.000 {method 'values' of 'collections.OrderedDict' objects}
     4014    0.009    0.000    0.053    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\ticker.py:1976(view_limits)
     6012    0.004    0.000    0.053    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:31(_sum)
     2205    0.008    0.000    0.052    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\colors.py:119(to_rgba)
    12024    0.006    0.000    0.052    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:34(_prod)
     5749    0.013    0.000    0.051    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:87(zeros_like)
     8028    0.007    0.000    0.050    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:3064(__enter__)
     4809    0.050    0.000    0.050    0.000 {method 'round' of 'numpy.ndarray' objects}
     2487    0.004    0.000    0.050    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\markers.py:167(__init__)
     6012    0.014    0.000    0.049    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:774(__getitem__)
    80208    0.049    0.000    0.049    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:192(_assertRank2)
     4194    0.008    0.000    0.049    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2040(translate)
     6546    0.005    0.000    0.048    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1266(__add__)
     2012    0.004    0.000    0.048    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:1960(_process_unit_info)
     2187    0.006    0.000    0.047    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\path.py:105(__init__)
    12034    0.020    0.000    0.047    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1380(ravel)
    15030    0.026    0.000    0.046    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:728(issubdtype)
    10676    0.011    0.000    0.046    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:124(invalidate)
   160416    0.046    0.000    0.046    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:219(_isEmpty2d)
     6012    0.044    0.000    0.044    0.000 {method 'partition' of 'numpy.ndarray' objects}
     3540    0.011    0.000    0.044    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:2365(identity)
     2007    0.033    0.000    0.043    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2322(normalize_kwargs)
     6546    0.009    0.000    0.042    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2552(composite_transform_factory)
     2007    0.012    0.000    0.042    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:3871(get_children)
    24396    0.041    0.000    0.041    0.000 {method 'ravel' of 'numpy.ndarray' objects}
   156312    0.041    0.000    0.041    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:951(<listcomp>)
     2487    0.008    0.000    0.040    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\markers.py:251(set_marker)
    68243    0.039    0.000    0.039    0.000 C:\Users\Emily\Anaconda3\lib\_weakrefset.py:70(__contains__)
     8028    0.007    0.000    0.037    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:3069(__exit__)
     2487    0.004    0.000    0.036    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:1160(set_markerfacecolor)
     4014    0.003    0.000    0.036    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:725(<listcomp>)
     3052    0.023    0.000    0.036    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:87(__init__)
    13529    0.032    0.000    0.036    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:43(_count_reduce_items)
     2187    0.015    0.000    0.035    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\path.py:204(_update_values)
     6012    0.021    0.000    0.035    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:603(obj2sctype)
14926/10676    0.025    0.000    0.035    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:135(_invalidate_internal)
     2912    0.011    0.000    0.035    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:813(update)
    47278    0.034    0.000    0.034    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\__init__.py:825(__getitem__)
     4014    0.006    0.000    0.033    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:343(xmin)
   166842    0.033    0.000    0.033    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
  680/480    0.001    0.000    0.032    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\spines.py:440(get_spine_transform)
    16904    0.032    0.000    0.032    0.000 {built-in method __new__ of type object at 0x0000000056B1B3F0}
    11709    0.017    0.000    0.032    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
  720/480    0.000    0.000    0.031    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\spines.py:161(_ensure_position_is_set)
       40    0.000    0.000    0.031    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\spines.py:395(set_position)
       20    0.000    0.000    0.031    0.002 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\spines.py:167(register_axis)
     6546    0.013    0.000    0.030    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2371(__init__)
     2097    0.003    0.000    0.030    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2008(rotate_deg)
     8039    0.015    0.000    0.030    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1550(get_siblings)
     2102    0.004    0.000    0.030    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:780(unit)
     2102    0.002    0.000    0.030    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:796(from_bounds)
     4509    0.016    0.000    0.030    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\scipy\fftpack\basic.py:123(_asfarray)
    12024    0.029    0.000    0.029    0.000 {method 'conjugate' of 'numpy.ndarray' objects}
    15102    0.012    0.000    0.029    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:288(pchanged)
    18906    0.029    0.000    0.029    0.000 {built-in method numpy.core.multiarray.result_type}
     4014    0.005    0.000    0.029    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2424(_iter_break_from_left_to_right)
     2007    0.004    0.000    0.029    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:866(update_from_path)
     4014    0.011    0.000    0.029    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2263(<listcomp>)
     2005    0.018    0.000    0.028    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\colors.py:142(_to_rgba_no_colorcycle)
    30060    0.028    0.000    0.028    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\type_check.py:107(real)
     1913    0.027    0.000    0.028    0.000 C:\Users\Emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline.py:1090(AcceptFromLikelihood)
    18065    0.023    0.000    0.028    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\getlimits.py:376(__new__)
    61437    0.028    0.000    0.028    0.000 {built-in method builtins.hasattr}
     2107    0.004    0.000    0.028    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:806(from_extents)
     2097    0.015    0.000    0.028    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1992(rotate)
     2177    0.015    0.000    0.028    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\shape_base.py:314(column_stack)
    24244    0.027    0.000    0.027    0.000 {method 'extend' of 'list' objects}
    16056    0.025    0.000    0.027    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:2767(geterr)
       10    0.001    0.000    0.026    0.003 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:642(__init__)
     4019    0.005    0.000    0.026    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:862(set_label)
     2167    0.008    0.000    0.025    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:195(broadcast_arrays)
     2007    0.023    0.000    0.025    0.000 {built-in method matplotlib._path.update_path_extents}
     6012    0.024    0.000    0.024    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\getlimits.py:507(__init__)
     4014    0.002    0.000    0.024    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:726(<listcomp>)
     8028    0.004    0.000    0.023    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2129(transform)
     4974    0.007    0.000    0.023    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\markers.py:200(_recache)
    12024    0.009    0.000    0.022    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\scipy\signal\_arraytools.py:49(axis_reverse)
     6012    0.006    0.000    0.022    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:860(<lambda>)
     2012    0.007    0.000    0.022    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:956(intervalx)
     4509    0.004    0.000    0.022    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\_internal.py:253(data_as)
     4014    0.005    0.000    0.022    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:357(xmax)
     8024    0.004    0.000    0.022    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\__init__.py:1643(<genexpr>)
    10176    0.018    0.000    0.022    0.000 {built-in method builtins.all}
      992    0.014    0.000    0.021    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:4689(delete)
    80/70    0.001    0.000    0.021    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:438(_get_tick1line)
    11155    0.018    0.000    0.021    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:162(set_children)
     2487    0.008    0.000    0.021    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:1047(set_linestyle)
        5    0.002    0.000    0.020    0.004 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\pyplot.py:417(figure)
     6026    0.013    0.000    0.020    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2802(get_xlim)
    80/70    0.000    0.000    0.020    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:449(_get_tick2line)
    51139    0.020    0.000    0.020    0.000 {built-in method builtins.iter}
     4014    0.002    0.000    0.020    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:727(<listcomp>)
    17199    0.011    0.000    0.020    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\six.py:586(iteritems)
     4014    0.002    0.000    0.020    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:728(<listcomp>)
     6521    0.007    0.000    0.019    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2000(_to_unmasked_float_array)
     1503    0.019    0.000    0.019    0.000 {method 'normal' of 'mtrand.RandomState' objects}
     4014    0.007    0.000    0.019    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2266(<listcomp>)
    80/70    0.000    0.000    0.019    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:558(_get_tick1line)
     2912    0.002    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:846(<listcomp>)
     6028    0.012    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:3143(get_ylim)
     2013    0.006    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:961(intervaly)
    80/70    0.000    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:573(_get_tick2line)
     2487    0.003    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:1172(set_markerfacecoloralt)
      100    0.001    0.000    0.018    0.000 {built-in method builtins.print}
     4014    0.005    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:350(ymin)
     6017    0.003    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2317(sanitize_sequence)
     5264    0.006    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:66(_stale_axes_callback)
     4509    0.018    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\ctypes\__init__.py:484(cast)
     8088    0.016    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:160(__init__)
     4014    0.004    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:364(ymax)
      202    0.001    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\ipykernel\iostream.py:342(write)
  740/300    0.000    0.000    0.017    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:676(get_xaxis_transform)
    10878    0.014    0.000    0.017    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\function_base.py:13(_index_deprecate)
     2007    0.009    0.000    0.017    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:254(_getdefaults)
        5    0.001    0.000    0.017    0.003 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\backend_bases.py:162(new_figure_manager)
       80    0.001    0.000    0.017    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:464(_get_gridline)
     6215    0.005    0.000    0.017    0.000 C:\Users\Emily\Anaconda3\lib\re.py:169(match)
     1999    0.008    0.000    0.016    0.000 <string>:24(_replace)
     2507    0.005    0.000    0.016    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:818(_update_property)
    12024    0.013    0.000    0.016    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\type_check.py:60(<listcomp>)
      303    0.013    0.000    0.016    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\ipykernel\iostream.py:180(schedule)
       80    0.001    0.000    0.015    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:587(_get_gridline)
  740/300    0.000    0.000    0.015    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:756(get_yaxis_transform)
    12047    0.012    0.000    0.015    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:385(intervalx)
     5749    0.015    0.000    0.015    0.000 {built-in method numpy.core.multiarray.empty_like}
        5    0.004    0.001    0.015    0.003 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\figure.py:276(__init__)
    29549    0.015    0.000    0.015    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
     8030    0.009    0.000    0.015    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\type_check.py:221(isreal)
    86907    0.015    0.000    0.015    0.000 {method 'lower' of 'str' objects}
    12024    0.014    0.000    0.014    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     6012    0.010    0.000    0.014    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\scipy\signal\filter_design.py:1815(<listcomp>)
     4034    0.003    0.000    0.014    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:704(get_transform)
     8026    0.011    0.000    0.014    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2011(_check_1d)
    10076    0.007    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\figure.py:54(_stale_figure_callback)
     2205    0.004    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\colors.py:98(_is_nth_color)
     2487    0.003    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:585(is_numlike)
     8709    0.009    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\six.py:583(itervalues)
     4025    0.005    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:719(limit_range_for_scale)
    80208    0.013    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:130(_linalgRealType)
    18036    0.009    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\ma\core.py:6192(isMaskedArray)
     1474    0.011    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:1848(diff)
     4974    0.008    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:1015(_split_drawstyle_linestyle)
    12049    0.010    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:393(intervaly)
     3999    0.009    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\random.py:222(_randbelow)
     3430    0.012    0.000    0.012    0.000 {built-in method numpy.core.multiarray.where}
    12024    0.009    0.000    0.012    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\scipy\signal\filter_design.py:1905(_relative_degree)
     4044    0.003    0.000    0.012    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:182(add_destroy_callback)
    18036    0.012    0.000    0.012    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:1016(<listcomp>)
    18036    0.012    0.000    0.012    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:1015(<listcomp>)
      355    0.003    0.000    0.012    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\font_manager.py:659(__init__)
     2107    0.004    0.000    0.011    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2631(__init__)
    15030    0.008    0.000    0.011    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:660(issubclass_)
       10    0.000    0.000    0.011    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:873(set_clip_path)
     4014    0.003    0.000    0.011    0.000 {built-in method builtins.any}
     4034    0.004    0.000    0.011    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\scale.py:79(get_transform)
     2007    0.002    0.000    0.011    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2757(get_xbound)
     5039    0.011    0.000    0.011    0.000 {built-in method builtins.round}
     3167    0.004    0.000    0.011    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:596(set_figure)
     2487    0.004    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:632(set_data)
    12024    0.010    0.000    0.010    0.000 {method 'index' of 'str' objects}
    18036    0.010    0.000    0.010    0.000 {method 'index' of 'list' objects}
     2487    0.003    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:715(set_transform)
    44181    0.010    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:986(get_points)
    12024    0.007    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\scipy\sparse\base.py:1111(isspmatrix)
    60526    0.010    0.000    0.010    0.000 {method 'pop' of 'dict' objects}
    77264    0.010    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:696(get_animated)
     8049    0.008    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1477(clean)
     1503    0.002    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:910(argmax)
     2007    0.002    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:3105(get_ybound)
       40    0.000    0.000    0.009    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:209(set_clip_path)
    16056    0.009    0.000    0.009    0.000 {built-in method numpy.core.umath.seterrobj}
     8028    0.007    0.000    0.009    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:3060(__init__)
      355    0.002    0.000    0.009    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\text.py:188(__init__)
     2167    0.008    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:176(_broadcast_shape)
     1999    0.002    0.000    0.008    0.000 <string>:16(_make)
       30    0.001    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\patches.py:87(__init__)
     6426    0.008    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:101(get_linalg_error_extobj)
     4014    0.005    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1290(_iter_break_from_left_to_right)
       80    0.001    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\ticker.py:2488(__init__)
    23547    0.008    0.000    0.008    0.000 {method 'item' of 'numpy.ndarray' objects}
     2013    0.005    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\pyplot.py:581(gcf)
     2912    0.002    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:303(set_transform)
     4044    0.008    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\weakref.py:354(__init__)
       80    0.000    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:405(_get_text1)
     1503    0.007    0.000    0.007    0.000 C:\Users\Emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline.py:916(_CalcRaylPhaseVelInHalfSpace)
     2487    0.005    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:1377(set_dash_capstyle)
       80    0.000    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\ticker.py:1801(__init__)
     2112    0.004    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1034(__init__)
8028/4014    0.006    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2430(depth)
    12024    0.007    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\type_check.py:62(<listcomp>)
      160    0.001    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\ticker.py:1874(set_params)
       80    0.000    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:528(_get_text1)
     1503    0.007    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\spectrum\mtm.py:541(<listcomp>)
        5    0.000    0.000    0.007    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:936(_gen_axes_spines)
       80    0.000    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:422(_get_text2)
     6012    0.007    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\scipy\linalg\lapack.py:530(<listcomp>)
       20    0.000    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\spines.py:489(linear_spine)
     2487    0.004    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:1000(set_linewidth)
